no.,pcd_name,x,y,z,angle,reverse,volume,length,width,height
28,2-0.25-90.pcd,-0.002071479939108934,-0.0060365413990730735,0.23246685739213702,-85.43372503759424,0,1.277480941486359e-05,-0.03833064829419517,-0.025192007752189213,-0.03131768329876941
29,2-0.35-0.pcd,-0.01864331594642946,-0.00735211954934326,0.33892138232677305,-12.218872129313532,0,1.1162490284959754e-05,-0.03583512126875339,-0.02677876640254278,-0.02540573026415227
30,2-0.35-15.pcd,-0.010088222920560417,8.289112665654604e-05,0.33852944067817503,-30.529778180685046,0,1.2016149533255542e-05,-0.035660050637973215,-0.027700123803847062,-0.026306207561177557
31,2-0.35-30.pcd,-0.007845619341836299,-0.0030090375521172087,0.33851723690009644,-36.490375014498895,0,1.2035822601131323e-05,-0.03831511102802771,-0.029602843063012647,-0.027135474860545017
32,2-0.35-45.pcd,0.0016375590716193752,0.002144668373343875,0.3392263144371456,-51.005168242854154,0,1.188904295570446e-05,-0.038387830477640134,-0.026492296402106194,-0.024944183890384386
33,2-0.35-60.pcd,0.00202709554579918,-0.001954640730396398,0.3381428258576376,-62.19533511439396,0,1.115377167769913e-05,-0.036556070905267524,-0.024176955452761453,-0.026711420328204394
34,2-0.35-75.pcd,0.007126432399599571,-0.0015923627806681134,0.3370476954485174,-73.30637821945881,0,1.0286368579097435e-05,-0.03591334176836808,-0.023962757772363275,-0.026523491075483113
35,2-0.35-90.pcd,0.004707158874382541,-0.0045451153428145985,0.3363318456180863,-86.76479740584548,0,1.004721407653486e-05,-0.03825151921299537,-0.02389272183525686,-0.026095513253608343
36,2-0.45-0.pcd,-0.01939187786401946,0.00350820445064336,0.44014169425611455,-10.153370927288186,0,1.2072548586523068e-05,-0.03850412773491292,-0.02692157960065883,-0.024862484806694733
37,2-0.45-15.pcd,-0.012758558360198997,0.0010120711467820206,0.4408917352996519,-33.44558389434841,0,1.1347174881535595e-05,-0.03539351775819909,-0.026164549297190084,-0.02487697332249733
38,2-0.45-30.pcd,-0.005499517432769541,0.0031133395091573965,0.44090684914498113,-40.537739200779,0,9.447130429870056e-06,-0.0368087625514592,-0.025315685185385017,-0.025335566708175355
39,2-0.45-45.pcd,-0.0008183496467285273,0.001993590974098581,0.44057090990520825,-53.04262131287016,0,1.1001762931063974e-05,-0.03701587482022167,-0.025483439521926287,-0.025560236142372683
40,2-0.45-60.pcd,0.008941700642715933,0.0030691204302836076,0.4398029437452789,-65.86067152904762,0,1.0571909002193718e-05,-0.0375170141571215,-0.02386248594989637,-0.025726955329892998
41,2-0.45-75.pcd,0.007347854225468066,0.0006368982792686427,0.43823704292492927,-77.842575455045,0,1.0420382358225145e-05,-0.03627677095928444,-0.022933976515258046,-0.02632270534033998
42,2-0.45-90.pcd,0.011781103251568897,-0.0011118239399972158,0.4380885826361964,89.72232009262466,1,9.638190845200171e-06,-0.03992169963175108,-0.021977037542396244,-0.024679860135665477
43,3-0.25-0.pcd,-0.03249271419477653,-0.012774488219718896,0.23332716969110162,-10.498289652671664,0,1.6417164239366606e-05,-0.043217650629031615,-0.03087985322906966,-0.03158378252438969
44,3-0.25-15.pcd,-0.026253525925542975,-0.004647613818145144,0.23555071459102,-23.556448741870536,0,1.7074401902860052e-05,-0.04193254786522632,-0.02865544109085206,-0.027483374264342747
45,3-0.25-30.pcd,-0.0219246384796874,-0.0011677321809906611,0.23446975437204204,-36.55475612898806,0,1.6541408318813077e-05,-0.041777744368217025,-0.028794526915110943,-0.030773006832470473
46,3-0.25-45.pcd,-0.020053415389549512,-0.00013837857613579278,0.23604386116248433,-52.73504499982095,0,1.781146537067829e-05,-0.04370185554100675,-0.02831903112090426,-0.02809223705481598
47,3-0.25-60.pcd,-0.014478297504020441,0.005171344839238777,0.23405957849945336,-64.46138468053819,0,1.9176251779278386e-05,-0.04369465355532739,-0.028540230882112803,-0.030859803308368405
48,3-0.25-75.pcd,-0.01073387202837376,0.007037719745780775,0.23453563064797758,-77.03053429149745,0,1.8040128849043245e-05,-0.043128214545442245,-0.02781907548520775,-0.0292024916849474
49,3-0.25-90.pcd,-0.006830735224186908,0.008921093428755947,0.2329177058827879,89.27862571167564,1,1.7848702865294557e-05,-0.040922662424769704,-0.030010317524258052,-0.029575500195844116
50,3-0.35-0.pcd,-0.034074225889478275,-0.006885410265903505,0.3383157800636815,-16.950206749627828,0,1.7478858877339876e-05,-0.040831034627292664,-0.030292002389061008,-0.02718057235003879
51,3-0.35-15.pcd,-0.022165335062366055,0.0052772537063411045,0.3387163736792402,-32.71636783836804,0,1.6381728505906223e-05,-0.04128143123395268,-0.029593225882912792,-0.026829796369883585
52,3-0.35-30.pcd,-0.01650249624077901,0.007723685315421073,0.33896582132136677,-43.15694041470955,0,1.6130921595065456e-05,-0.04201126910396229,-0.030032047064597528,-0.026931123470680635
53,3-0.35-45.pcd,-0.01754870171733193,0.005401192502473225,0.339057722018342,-54.41600439742238,0,1.5690064940869133e-05,-0.04162733684026919,-0.027681151704978816,-0.027224862272640787
54,3-0.35-60.pcd,-0.010835066671254327,0.008436318729235998,0.3377913958465183,-65.8711024758281,0,1.5447413074533918e-05,-0.041943103052613735,-0.027804166006277144,-0.027634033364636938
55,3-0.35-75.pcd,-0.006554007369035269,0.010168074183450814,0.3375634443607272,-77.00394219764921,0,1.526693419134875e-05,-0.042448075506836824,-0.026837134313234173,-0.026889873019872473
56,3-0.35-90.pcd,0.003109220786604908,0.010778392202067272,0.3365572188932748,88.76533710088002,1,1.532005807450018e-05,-0.04242916824145502,-0.02599996108765588,-0.027068382130785166
57,3-0.45-0.pcd,-0.03472012461184376,-0.0018896553381389353,0.4385446145481658,-26.253250209121013,0,1.570225515220252e-05,-0.039999111468700735,-0.0309459378552163,-0.027406305246775287
58,3-0.45-15.pcd,-0.02652805943011142,0.002906025683168516,0.4391992705176344,-27.99193722072461,0,1.5700991754516027e-05,-0.040168927137805545,-0.028230177071064295,-0.026996937336622173
59,3-0.45-30.pcd,-0.018344315155219688,0.008258914143604223,0.43959733956121966,-43.76770783718335,0,1.532926739649614e-05,-0.03986182554018117,-0.027682554791596696,-0.02634468636682619
60,3-0.45-45.pcd,-0.012413579726836292,0.010971669965882462,0.4391119924993984,-56.368451663081515,0,1.581571171741931e-05,-0.041105978023512256,-0.027829878167705588,-0.026758518645745355
61,3-0.45-60.pcd,-0.009106821436038918,0.010563971012316212,0.43869925255687414,-68.25997263281599,0,1.4588619327269487e-05,-0.04067082112708352,-0.028275821677909867,-0.0266597643492969
62,3-0.45-75.pcd,0.002629147321524794,0.013407243672590892,0.4369782796832616,-81.37818270224004,0,1.6366160396523224e-05,-0.040887822281604896,-0.02889522984154116,-0.027249095473636575
63,3-0.45-90.pcd,0.0018405857409021227,0.01288375170363986,0.436300781843522,86.20984919443046,1,1.5660899818549233e-05,-0.04223934916208163,-0.029222135404728074,-0.02685636563391497
64,4-0.25-0.pcd,-0.031013275550337546,-0.007388406965528192,0.2342076225575851,-9.410062366200481,0,1.955519799492004e-05,-0.04335137956852117,-0.03229835425988147,-0.03088440390301031
65,4-0.25-15.pcd,-0.024161007463195164,-0.0024684906586259917,0.23334479811362402,-21.70204260557582,0,1.6320638508954276e-05,-0.04545157229622304,-0.02896821489647424,-0.033039306504591304
66,4-0.25-30.pcd,-0.021780405916025897,-0.0017108397760425451,0.23400582424255695,-35.796928941925785,0,1.7914741974741523e-05,-0.04361035029654321,-0.029760128826086057,-0.03287301957403635
67,4-0.25-45.pcd,-0.016453018292396513,0.002287559734687327,0.23316388237549715,-47.49916136700971,0,1.7081203418763602e-05,-0.04479364020647145,-0.028930022265463283,-0.03488969953011012
68,4-0.25-60.pcd,-0.012470282931722141,0.005802789183660638,0.2325577346965488,-61.268634285101065,0,1.80884156028163e-05,-0.04589278482484695,-0.028534166364821326,-0.03437321050889264
69,4-0.25-75.pcd,-0.0072521115231862655,0.008222949880375377,0.23126214602833292,-73.87546049853223,0,1.763829466502741e-05,-0.04384056242122461,-0.028162822603434404,-0.03569130110935789
70,4-0.25-90.pcd,-0.0019951648078062757,0.008620711388633006,0.2328161331802488,-88.75112185923466,0,1.677656111082044e-05,-0.04449968531086669,-0.02781090875249913,-0.030507051621285544
71,4-0.35-0.pcd,-0.032353437306136795,-0.001285449874045513,0.3359471345429091,-11.572106609931422,0,1.6703416944199475e-05,-0.043259623431496794,-0.028864449087771873,-0.03082163423549503
72,4-0.35-15.pcd,-0.024772787227233167,0.0023723660311421118,0.3367613498577901,-28.296726272982525,0,1.9323074390069274e-05,-0.04452539130713042,-0.030416300381402,-0.030152351063571618
73,4-0.35-30.pcd,-0.018230454088433174,0.006155693161129349,0.3370883240459725,-39.54619105582419,0,1.8008143822118007e-05,-0.04390565906612259,-0.02990480876093693,-0.030075672377620294
74,4-0.35-45.pcd,-0.014189208952762633,0.006671937057661704,0.3368988255600898,-53.157264663989245,0,1.873688392170087e-05,-0.0447715010979081,-0.028189208434807544,-0.030660789006593723
75,4-0.35-60.pcd,-0.006847650783066665,0.009897688329482552,0.33597719980295265,-64.57967360062301,0,1.7890937710485686e-05,-0.04350027685126212,-0.027545102757373548,-0.030403486707608673
76,4-0.35-75.pcd,-0.0014636338554001134,0.010679606366970075,0.33515821837250176,-76.38445505930568,0,1.708602601783108e-05,-0.043627555027686254,-0.02697958224032685,-0.030260164041242765
77,4-0.35-90.pcd,0.0010385601127718721,0.010197006445231757,0.33389025465021943,-88.83379168697624,0,1.667867516943048e-05,-0.04345867786422285,-0.027057902571712925,-0.030510420685311183
78,4-0.45-0.pcd,-0.03471551171997887,-0.002072447670623074,0.4371620079637425,-24.54602079054098,0,1.8521290138480225e-05,-0.04164815856683476,-0.030239560004968472,-0.030658456452252236
79,4-0.45-15.pcd,-0.02646694221012017,0.0021551049947586064,0.4381718782526178,-29.211638849346883,0,1.6610347814524207e-05,-0.040575489145653336,-0.02850386051291539,-0.029677997446979187
80,4-0.45-30.pcd,-0.019360066566349754,0.0075337219867514515,0.4381894127055259,-38.42191522527147,0,1.7444610231938183e-05,-0.04218725822604492,-0.030540098843233384,-0.029447219546813622
81,4-0.45-45.pcd,-0.008101902634027928,0.014338379282776903,0.4376613699542677,-52.41160938787564,0,1.5883213822524956e-05,-0.0401168458466207,-0.02849901375694698,-0.029942376310935243
82,4-0.45-60.pcd,-0.00429908203032414,0.013971791338575556,0.4372378524535986,-61.73546661693312,0,1.694353659601295e-05,-0.04123999655370271,-0.026805473565086918,-0.02967992409597564
83,4-0.45-75.pcd,0.0012681668732273678,0.013985021101444723,0.4364639256315147,-78.83295445694621,0,1.6124637600260885e-05,-0.04290782876209307,-0.027114499463241737,-0.029778780551298182
84,4-0.45-90.pcd,0.007600125132234067,0.013565258425749058,0.43542844466700203,-88.60257233980829,0,1.698163273279226e-05,-0.04216438725623383,-0.025626191758268156,-0.03022128105458438
85,5-0.25-0.pcd,-0.03012606065154178,-0.007715993174724543,0.23562137535056993,-7.385322305945968,0,1.4001875363096716e-05,-0.03796628946037413,-0.026275651549213592,-0.02679756704186546
86,5-0.25-15.pcd,-0.025126829435155474,-0.006246867831694896,0.23549801225475694,-18.809317046801144,0,1.2866052490955777e-05,-0.03832314173803714,-0.027469370748633107,-0.027508767835392283
87,5-0.25-30.pcd,-0.021549987089784624,-0.0018703456214104114,0.23510248462532188,-31.848426724427345,0,1.3841579731240891e-05,-0.03837801492798469,-0.027547593063907513,-0.028234366338168376
88,5-0.25-45.pcd,-0.019461459951194127,-0.0003673625004448981,0.23567999670787942,-47.58967399957902,0,1.439435500214437e-05,-0.03916449749127188,-0.027900641598870558,-0.02721566300594342
89,5-0.25-60.pcd,-0.01127457689224057,0.004493025159727505,0.23491422891675612,-59.511829805348434,0,1.362786912892511e-05,-0.038668267696230677,-0.026630831903657736,-0.027579164561677038
90,5-0.25-75.pcd,-0.009713407650888295,0.005962400910812237,0.23420559013776063,-71.50097738064365,0,1.2962923888751768e-05,-0.03887889202814051,-0.025862392897279922,-0.027384926602197573
91,5-0.25-90.pcd,-0.011883995994741806,0.007609768454800052,0.23272666986531204,-86.36516776355653,0,1.4010035127115575e-05,-0.03850072850162562,-0.02625359220657038,-0.02771559647591309
92,5-0.35-0.pcd,-0.031878179964285935,-0.0052151438110453014,0.33839270772530244,-13.120247000145618,0,1.26820561963092e-05,-0.03649688903081115,-0.026764951291720178,-0.02659231573214044
93,5-0.35-15.pcd,-0.02742570454661911,-0.005022673819978743,0.33892452218865976,-22.844603395952923,0,1.344332961595699e-05,-0.037102100760391256,-0.027760501624805915,-0.0264741153743438
94,5-0.35-30.pcd,-0.02101670078144078,0.0016167190068728618,0.33910353797631876,-39.423332437369766,0,1.3343896475638494e-05,-0.037648124971632446,-0.027451285336789484,-0.02670815321480838
95,5-0.35-45.pcd,-0.014139596752792942,0.0056494101078716176,0.33853008294728637,-50.111635948380496,0,1.2561677096724638e-05,-0.03759238009233806,-0.02661397696485778,-0.026844922697709328
96,5-0.35-60.pcd,-0.011002693334151612,0.005901649097225412,0.33824474546430355,-61.63761137123021,0,1.2501030370421631e-05,-0.03808475176927499,-0.026174097898226105,-0.026601540865160783
97,5-0.35-75.pcd,-0.006778662749892262,0.009415597794496668,0.3372091153910339,-74.36931445656579,0,1.1643836372490523e-05,-0.03861708952449611,-0.02473843213734636,-0.026591873520136644
98,5-0.35-90.pcd,-0.0008568286411200336,0.010142925870422518,0.3357532951876447,-87.08827926417662,0,1.2410031418494242e-05,-0.03775361241650173,-0.02477457914124293,-0.026975068522327617
99,5-0.45-0.pcd,-0.033779086426714476,-0.004162412384257832,0.43946637765234164,-15.791851950768924,0,1.2195101468643532e-05,-0.035347272457147624,-0.027936632763695738,-0.026992533027772384
100,5-0.45-15.pcd,-0.026105403212472695,0.0002139888723635527,0.44040663743405906,-22.705070004935475,0,1.2210308800438977e-05,-0.03578485637191122,-0.026109704804646243,-0.02588209768578964
101,5-0.45-30.pcd,-0.019222306314188267,0.006682119073189838,0.44064796137586343,-41.583990799604145,0,1.2857347950313494e-05,-0.0362020841636135,-0.025872750171606514,-0.0258852496732358
102,5-0.45-45.pcd,-0.008304469297519091,0.01187156894895771,0.4404146054343205,-48.89811395890542,0,1.1679112040430071e-05,-0.037064675078273726,-0.025638125047519604,-0.02607797074065704
103,5-0.45-60.pcd,-0.004598839354377374,0.011367678817883281,0.4399615531406207,-62.9476416883667,0,1.1482862689301204e-05,-0.03660264932422003,-0.025899113537907387,-0.026498888334013426
104,5-0.45-75.pcd,0.0043832355709117156,0.01391135201196392,0.43947718202027586,-76.87144826540315,0,1.2452632820759717e-05,-0.03727903180601309,-0.024709499664901165,-0.02605610610738141
105,5-0.45-90.pcd,0.00675669254391054,0.012236538056233854,0.4387847300494945,-88.579693603814,0,1.1737583228877268e-05,-0.03626352031955242,-0.02379182281131832,-0.025864609196271537
106,6-0.25-0.pcd,-0.03666097008241691,-0.01015467418176107,0.23176876953992745,-16.878329510524832,0,1.6983067140058544e-05,-0.03643150437915963,-0.030618519135064717,-0.03509610472067001
107,6-0.25-15.pcd,-0.02982738551973817,-0.0029758280848018242,0.23468474266413675,-34.40717376136807,0,1.851933332073285e-05,-0.03747526578734102,-0.0313908050949104,-0.029696093776288682
108,6-0.25-30.pcd,-0.027418921882698927,-0.0007299624446319284,0.2336268332463669,-43.19826916246983,0,1.4598020998963954e-05,-0.03829577584258838,-0.03261796556235289,-0.0322586919682122
109,6-0.25-45.pcd,-0.02452295550298314,0.0027833308887275036,0.23365653141626,-58.92465296273175,0,1.6664423471213548e-05,-0.03914138121783407,-0.03296613813173322,-0.032361864182316596
110,6-0.25-60.pcd,-0.018420930123448215,0.007733676476244205,0.23158812515403784,-67.7230530113472,0,1.542172314152325e-05,-0.039274012349447746,-0.03202438234733863,-0.03567777194157744
111,6-0.25-75.pcd,-0.016735264924826316,0.010611531085408488,0.23191415085379896,-78.17800934982996,0,1.7207671022871582e-05,-0.03865506428253397,-0.03156909990366721,-0.03455095620258247
112,6-0.25-90.pcd,-0.012238503697892191,0.013812146522080857,0.23098672128443637,87.7395326751498,1,1.4871956878996326e-05,-0.03845194247590546,-0.03204582938427168,-0.0349760680625221
113,6-0.35-0.pcd,-0.03824578766545222,-0.004689469553651388,0.33674853303153734,-27.635220069207318,0,1.672134088961664e-05,-0.036824719295926234,-0.03256573108880787,-0.0304410797855485
114,6-0.35-15.pcd,-0.02556669979412543,0.005747249068547029,0.33803006723223594,-48.794024577528255,0,1.59725877224606e-05,-0.036957124863116766,-0.030864167471902473,-0.02898293192267129
115,6-0.35-30.pcd,-0.02114549873975387,0.0082360392574428,0.337542048146323,-51.895236221342984,0,1.533437153723819e-05,-0.03766718844875676,-0.03156612461765508,-0.02918140424536689
116,6-0.35-45.pcd,-0.014630916854377576,0.011560554359384276,0.33693971484793156,-59.58626673736284,0,1.7763070186336275e-05,-0.03892494206730014,-0.031904071768799266,-0.029242624114414473
117,6-0.35-60.pcd,-0.014810683422570333,0.011652186243976365,0.33594847536530625,-72.22493965712039,0,1.7754079850605738e-05,-0.03764124008590177,-0.030705185253750125,-0.030548947634235567
118,6-0.35-75.pcd,-0.009642434618132856,0.013916036821186103,0.3353393370071191,-80.36413746649995,0,1.579642731443058e-05,-0.03675158004539324,-0.0302856384752301,-0.030051642480431795
119,6-0.35-90.pcd,-0.0048373367230061535,0.015893043513824638,0.33477914591224345,86.32474899147904,1,1.71062578527488e-05,-0.037936431072582814,-0.030626965985472706,-0.02929774164428037
120,6-0.45-0.pcd,-0.03920296471845234,-0.0007232809046792763,0.4375196378279422,-33.481080443125116,0,1.8250414367918138e-05,-0.03498735513679632,-0.03297588720422866,-0.02939461081593506
121,6-0.45-15.pcd,-0.02468360600455792,0.008448170943338565,0.4381588664481544,-62.22816762548917,0,1.4857357001919534e-05,-0.0352824169877141,-0.031221080679549616,-0.028966019625236483
122,6-0.45-30.pcd,-0.025328313963426708,0.008275059326063526,0.4385029485598453,-46.09504784953951,0,1.7030133641287538e-05,-0.03614099690562023,-0.031821203662361776,-0.028856481004893075
123,6-0.45-45.pcd,-0.011224585281846038,0.014979981570920873,0.4382917094705002,-67.42761638281752,1,1.5233768441501208e-05,-0.03533165229532108,-0.030820579501747714,-0.028661542585130317
124,6-0.45-60.pcd,-0.008155480342010208,0.01584108151117983,0.43743535183672316,-72.65505061405244,0,1.4977643190107561e-05,-0.03540762403097801,-0.029122453388538562,-0.028577128010051026
125,6-0.45-75.pcd,-0.006823594161672896,0.018699787359785953,0.4364074023983162,-85.0683467411499,0,1.629784226115229e-05,-0.03686376477144434,-0.028785972156153555,-0.03008690657200983
126,6-0.45-90.pcd,0.0030725633552502276,0.01891598858316474,0.43187879964954523,85.89628353840587,1,1.8074676464354462e-05,-0.038943798304139174,-0.029254693567239122,-0.0372948191502247
127,7-0.25-0.pcd,-0.031883083408279285,-0.009179485189512735,0.23560596600702274,-9.36471779852132,0,1.3445511985607465e-05,-0.038540802375129184,-0.02806404253157006,-0.026342575923337854
128,7-0.25-15.pcd,-0.026563006649383956,-0.005575791696440433,0.23636746594728747,-24.276964532870487,0,1.4692958387740202e-05,-0.03912295148539376,-0.029754123344651117,-0.02649019527201587
129,7-0.25-30.pcd,-0.020919519746538523,0.0013585278255074551,0.23581562784239146,-37.41685238577872,0,1.4278016050761424e-05,-0.039198515701408504,-0.026726939957384475,-0.027546083470349345
130,7-0.25-45.pcd,-0.017386191075107034,0.0034530997698915067,0.2347585813041313,-52.27592444827294,0,1.3905016051731435e-05,-0.039340364941209016,-0.026605246508718046,-0.02867674902608905
131,7-0.25-60.pcd,-0.012092114890377093,0.00677209767639677,0.23413802983308107,-64.82313698962653,0,1.2887458700867438e-05,-0.04009650963786178,-0.026921394869208193,-0.02860163818124668
132,7-0.25-75.pcd,-0.009721861556168476,0.007851117467317804,0.23300840766733982,-75.77373142731595,0,1.3522981745194686e-05,-0.041739865851355196,-0.025893258634467432,-0.028398754389610325
133,7-0.25-90.pcd,-0.002233755107820813,0.009817407278721052,0.2329556832584941,-88.50193442984704,0,1.2833824259777632e-05,-0.04129749381345349,-0.025029511509233722,-0.02665976217819725
134,7-0.35-0.pcd,-0.03414724258199856,-0.006931719072803112,0.3383672121959245,-18.761260576987944,0,1.2435452176021451e-05,-0.03723489183782871,-0.027896326758294593,-0.02677573270028799
135,7-0.35-15.pcd,-0.027202274082504224,-0.0015279045127484935,0.339200375972701,-29.23475243815577,0,1.2195328826765981e-05,-0.036519303877731724,-0.028828858830733425,-0.026698638465151886
136,7-0.35-30.pcd,-0.02099200219794249,0.00424493318673948,0.3398091684457654,-45.74106352024756,0,1.2964127801029784e-05,-0.037836042881145,-0.02583334009838041,-0.02597104202471662
137,7-0.35-45.pcd,-0.015200288522645222,0.0065637025125291105,0.339878889926413,-54.36162907827866,0,1.3461788150506609e-05,-0.03842962089892016,-0.027133990072969395,-0.02607463805943544
138,7-0.35-60.pcd,-0.006285557452936568,0.010560198911084418,0.3390570209954948,-64.52620718215309,0,1.2243278132785059e-05,-0.03940708492152047,-0.025352217803951926,-0.02652922256423651
139,7-0.35-75.pcd,-0.005967529883335819,0.010568931582374064,0.3385565881701984,-75.02088006140771,0,1.2676390015881262e-05,-0.041367922837692674,-0.024984055903471053,-0.026099836972903134
140,7-0.35-90.pcd,-0.001386305658562141,0.012486603356307684,0.3374901775586757,-88.14636869875443,0,1.1886213842681097e-05,-0.040145368542145045,-0.024692385637022585,-0.026521695641379572
141,7-0.45-0.pcd,-0.03665484882472448,-0.004430436858907402,0.43943482059919753,-23.654330854364833,0,1.2294941206605438e-05,-0.033971342502040196,-0.02784844938387053,-0.02620871536189212
142,7-0.45-15.pcd,-0.02619620451953126,0.004295449414851953,0.4407304903210916,-39.37052411890518,0,1.3100122547445363e-05,-0.036069521578165925,-0.02760074000232069,-0.025299696989409263
143,7-0.45-30.pcd,-0.01721893919321716,0.011083470179866729,0.44080167510374846,-41.40093878851789,0,1.3038958843885881e-05,-0.03905403153519954,-0.025118116455316412,-0.025542809077447774
144,7-0.45-45.pcd,-0.012772158895110467,0.01214614215722257,0.4408340895703752,-59.33772409308744,0,1.1109819139838702e-05,-0.036809214602321144,-0.027020897717491853,-0.025845361462069394
145,7-0.45-60.pcd,-0.002178317126124675,0.015061885645416193,0.44059575462489914,-67.92230174645725,0,1.2635829396786294e-05,-0.03783806079843445,-0.02763330396286028,-0.02541124631516889
146,7-0.45-75.pcd,-9.986863533833492e-06,0.015528590160050345,0.43969155289613243,-78.40505117823257,0,1.1975654443005964e-05,-0.037607199643554634,-0.024702728119881754,-0.026091606593399153
