no.,name,length,width,area_ratio,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,x,y,z,main_x,main_y,main_z,weight
390,19-0.35-60,157.9525245,120.2206305,0.80925151,0,0,0,0,301,708,320,182,94,34,0,0,0.009764208,0.009888799,0.330928876,-0.81016402,-0.46525197,-0.356615851,14.55
391,19-0.35-75,156,121,0.786607332,0,0,0,0,176,864,273,211,77,16,0,0,0.013266726,0.007320788,0.329732476,-0.901217244,-0.275974933,-0.33413368,14.55
392,19-0.35-90,158.5181378,120.4408569,0.769272658,0,0,0,0,205,814,319,205,81,3,0,0,0.015197873,0.00259067,0.328768426,0.954488335,0.080358494,0.287218611,14.55
393,19-0.45-0,123.032516,92.6984358,0.805441736,0,0,0,2,311,264,164,104,71,49,0,0,-0.024404754,0.014081126,0.432864378,-0.16417769,-0.877879452,-0.449859259,14.55
394,19-0.45-15,120.6026534,94.20191081,0.827920049,0,0,0,0,331,260,146,120,71,46,1,0,-0.012616719,0.016047151,0.433080143,-0.425988949,-0.774967016,-0.466861371,14.55
395,19-0.45-30,121.5935854,91.44397192,0.820037743,0,0,0,0,184,397,156,96,56,27,0,0,-0.004509744,0.017082859,0.43213492,-0.471928014,-0.791428691,-0.388490125,14.55
396,19-0.45-45,118.0677771,93.47192092,0.799110409,0,0,0,0,212,384,126,104,62,34,2,0,0.004836382,0.015519486,0.431904345,-0.680192668,-0.593265613,-0.430550632,14.55
397,19-0.45-60,118.6633895,94.14881837,0.787682232,0,0,0,0,329,273,133,106,69,56,3,0,0.01315778,0.014101451,0.432052785,-0.769476476,-0.457400452,-0.445747439,14.55
398,19-0.45-75,118,92,0.816046426,0,0,0,0,229,333,176,111,64,23,0,0,0.018536275,0.010268029,0.431202331,0.883325907,0.218942556,0.414487031,14.55
399,19-0.45-90,124.036285,93.15041599,0.805865897,0,0,0,0,156,395,182,100,47,23,0,0,0.022409805,0.004826592,0.429436265,0.921784583,0.045405347,0.385034463,14.55
400,20-0.25-0,195.6041922,178.4880948,0.770027924,0,0,0,0,616,1364,771,345,179,54,0,0,-0.015805183,0.008877085,0.229744117,0.02002955,0.971272158,0.237126997,13.26
401,20-0.25-15,196.0229578,176.9180601,0.765945758,0,0,0,4,481,1545,646,374,201,23,0,0,-0.007179278,0.008207675,0.230339015,-0.20386323,-0.93877904,-0.277729539,13.26
402,20-0.25-30,194.8127306,176.4596271,0.759470507,0,0,0,30,406,1504,758,377,143,36,0,0,-0.000601672,0.007144147,0.230739947,-0.426100192,-0.863447308,-0.269995136,13.26
403,20-0.25-45,193.7937047,177.1581215,0.766250186,0,0,0,1,491,1451,775,389,137,22,0,0,0.005641034,0.005185743,0.230855313,-0.640944919,-0.730939111,-0.234345102,13.26
404,20-0.25-60,189.0952141,177.0536642,0.771296284,0,0,0,16,231,1667,726,366,139,1,0,0,0.008406978,0.002971758,0.230637193,-0.767862775,-0.60530486,-0.20974457,13.26
405,20-0.25-75,193.1269013,176.5021246,0.7545917,0,0,0,0,255,1688,783,322,96,22,0,0,0.010649384,-0.000368531,0.229813493,-0.881010158,-0.421801729,-0.214253126,13.26
406,20-0.25-90,204.599609,174.0718243,0.735251439,0,0,0,0,125,1819,742,301,152,3,0,0,0.011129065,-0.004157172,0.22909241,0.953675437,0.213092376,0.212355364,13.26
407,20-0.35-0,136.9379421,123.794184,0.812877642,0,0,0,0,303,732,256,149,111,43,0,0,-0.016926685,0.012843888,0.331568168,0.058750375,0.94467622,0.322699912,13.26
408,20-0.35-15,145.1344205,122.7843638,0.76637587,0,0,0,0,201,799,325,142,75,32,2,0,-0.007018643,0.012685765,0.330906907,-0.342429289,-0.876994022,-0.337081099,13.26
409,20-0.35-30,146.0308187,123.0365799,0.80107385,0,0,0,0,255,726,312,144,110,25,0,0,0.000674785,0.011251626,0.331867217,-0.476694607,-0.815908711,-0.327192951,13.26
410,20-0.35-45,144.5856148,123.2233744,0.757507411,0,0,0,0,158,792,378,155,62,33,0,0,0.008022711,0.009366388,0.332185361,-0.683815462,-0.679431672,-0.266024468,13.26
411,20-0.35-60,133.8693393,123.9072234,0.809350333,0,0,0,0,57,891,358,123,81,8,0,0,0.014322486,0.007173442,0.330700095,-0.796429805,-0.545145154,-0.261756235,13.26
412,20-0.35-75,135.5949852,123.9435355,0.781381934,0,0,0,0,142,801,347,141,87,14,0,0,0.016955882,0.003081101,0.330083616,-0.884124916,-0.363913272,-0.293070406,13.26
413,20-0.35-90,134.8517705,124.6635472,0.793939716,0,0,0,0,174,754,402,140,74,9,0,0,0.018578783,-0.002959905,0.32870281,0.948748455,0.156619032,0.274493803,13.26
414,20-0.45-0,104.1201229,95.13148795,0.843201798,0,0,0,0,151,413,181,87,47,24,0,0,-0.01855608,0.015776581,0.433032779,0.051100669,0.934123061,0.353274439,13.26
415,20-0.45-15,104.6900186,94.64142856,0.836797456,0,0,0,0,174,389,177,92,49,29,0,0,-0.006849347,0.015960955,0.433930564,-0.302229694,-0.902520187,-0.306780905,13.26
416,20-0.45-30,104.1777327,94.33981132,0.823251056,0,0,0,0,121,387,206,87,33,16,0,0,0.001641581,0.016274465,0.433414138,-0.418664549,-0.840403933,-0.344152909,13.26
417,20-0.45-45,103.4698024,94.86832981,0.848104501,0,0,0,0,147,408,155,84,62,14,0,0,0.010683067,0.014255528,0.433377694,-0.60329925,-0.70905411,-0.365064767,13.26
418,20-0.45-60,102.7277957,94.9210198,0.840116625,0,0,0,0,125,420,176,102,55,9,0,0,0.018317117,0.011543152,0.433232887,-0.802203185,-0.475838983,-0.360620733,13.26
419,20-0.45-75,103.3150521,94.3716059,0.813640409,0,0,0,0,200,395,164,109,56,23,0,0,0.022850687,0.006395548,0.433499886,-0.874323669,-0.371275086,-0.31259068,13.26
420,20-0.45-90,103.1600698,95.12623192,0.82612973,0,0,0,0,53,510,198,60,44,17,0,0,0.025826788,0.000427858,0.431797124,0.937165646,0.125606978,0.325489538,13.26
