no.,name,length,width,area_ratio,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,x,y,z,main_x,main_y,main_z,weight
243,12-0.35-60,149.4590245,131.0343466,0.774039747,0,0,0,0,322,876,309,143,131,70,0,0,0.003179003,0.005346145,0.332341521,-0.854321842,-0.415963675,-0.311622227,15.21
244,12-0.35-75,148.9731519,130.8625233,0.778917569,0,0,0,0,155,971,283,107,90,53,0,0,0.005693259,0.004887803,0.330906179,-0.905018374,-0.244774625,-0.347889532,15.21
245,12-0.35-90,149.3084057,131.8483978,0.764499816,0,0,0,0,150,905,367,134,72,32,0,0,0.008376911,0.002773515,0.330008569,0.947997545,0.060149469,0.312542312,15.21
246,12-0.45-0,113.8419958,100.8811182,0.819451747,0,0,0,0,253,400,154,103,58,52,0,0,-0.023303632,0.006277618,0.432867481,-0.282824487,-0.884668584,-0.370637027,15.21
247,12-0.45-15,116.9316039,101.3163363,0.815897133,0,0,0,0,28,660,158,67,32,45,1,0,-0.015534425,0.008057595,0.433142676,-0.442334466,-0.829590146,-0.340764449,15.21
248,12-0.45-30,116.1077086,100.079968,0.799479812,0,0,0,0,235,456,112,102,57,59,0,0,-0.006271155,0.01014162,0.433958413,-0.620641534,-0.663961433,-0.417084286,15.21
249,12-0.45-45,116.0775603,100.8464179,0.785408779,0,0,0,0,255,367,199,84,59,43,0,0,0.001060073,0.009781589,0.432945679,-0.764050044,-0.50985765,-0.39531343,15.21
250,12-0.45-60,113.2960723,99.72462083,0.804803661,0,0,0,0,235,457,139,81,59,67,1,0,0.007108521,0.008723647,0.431888412,-0.842527653,-0.400919412,-0.359737098,15.21
251,12-0.45-75,114.629839,100.4987562,0.801725237,0,0,0,0,221,410,146,91,56,47,0,0,0.012509379,0.006288044,0.430980734,-0.873191663,-0.236239917,-0.426294525,15.21
252,12-0.45-90,112.4499889,100.448992,0.822009635,0,0,0,0,155,440,202,85,56,22,0,0,0.015971939,0.003622011,0.429145559,0.926005056,0.032650268,0.376096525,15.21
253,13-0.25-0,205.8275978,182.4828759,0.692092431,0,0,0,6,777,1293,639,416,249,61,5,0,-0.021561458,0.004790334,0.226569998,-0.17114637,-0.915295688,-0.364613116,14.72
254,13-0.25-15,206.494552,181.4304274,0.684142907,0,0,0,3,906,1148,690,392,224,61,42,0,-0.013600482,0.005023506,0.226715176,-0.428027535,-0.814784472,-0.3910482,14.72
255,13-0.25-30,205.8057336,181.1353085,0.683849228,0,0,0,0,909,1188,637,359,281,53,25,0,-0.007452702,0.006400005,0.226483879,-0.605539519,-0.683693179,-0.407290472,14.72
256,13-0.25-45,203.6663939,181.0414317,0.686427692,0,0,0,0,894,1215,668,357,237,73,24,0,-0.001844798,0.00573055,0.226907276,-0.749413872,-0.53775703,-0.386259271,14.72
257,13-0.25-60,202.7116178,181.6177304,0.683886995,0,0,8,29,595,1428,601,424,237,37,8,0,0.002070871,0.005413907,0.225872328,-0.851325044,-0.376468243,-0.365400234,14.72
258,13-0.25-75,202.3388247,181.463495,0.670858894,0,0,0,30,785,1286,569,475,178,88,10,0,0.004605439,0.00297774,0.225730488,0.917814651,0.172784379,0.35743786,14.72
259,13-0.25-90,202.0396001,183.0245885,0.674802724,0,0,0,0,575,1431,751,341,214,37,1,0,0.006306622,0.00123311,0.224672378,0.944467796,-0.003289644,0.328587524,14.72
260,13-0.35-0,138.7407655,127.3459854,0.743374514,0,0,0,0,348,693,246,174,121,47,0,0,-0.023819769,0.008266086,0.328540791,-0.258090291,-0.883900425,-0.390012103,14.72
261,13-0.35-15,140.2355162,126.3170614,0.722078589,0,0,0,0,395,623,255,153,99,63,12,0,-0.015033565,0.010116138,0.329559557,-0.443012822,-0.798515715,-0.407568757,14.72
262,13-0.35-30,141.7356695,125.9245806,0.732462827,0,0,0,0,412,552,314,194,97,41,8,0,-0.007474636,0.01116332,0.329666418,-0.631817419,-0.668109539,-0.39298396,14.72
263,13-0.35-45,137.6444696,125.6065285,0.733470284,0,0,0,0,468,556,270,178,117,65,3,0,0.000632012,0.010833908,0.329720659,-0.764581082,-0.480631717,-0.429428599,14.72
264,13-0.35-60,137.8985134,125.2517465,0.717692145,0,0,0,0,363,680,275,173,98,46,12,0,0.007408128,0.010295192,0.329029587,-0.856537197,-0.32181638,-0.403457863,14.72
265,13-0.35-75,140.2462121,126.6491216,0.704985813,0,0,0,0,391,636,305,138,84,54,16,0,0.010919644,0.008128791,0.327774943,0.904128934,0.151782034,0.399390893,14.72
266,13-0.35-90,136.6199107,126.6688596,0.729710701,0,0,0,0,305,745,316,119,105,52,10,0,0.013476963,0.004437064,0.326758902,0.928675293,-0.005495969,0.370853064,14.72
267,13-0.45-0,107.2054103,96.46242792,0.764604495,0,0,0,0,309,256,161,97,61,38,12,0,-0.025346432,0.011884632,0.431029835,-0.274149857,-0.832743862,-0.481019248,14.72
268,13-0.45-15,105.0951949,97.04638066,0.754477723,0,0,0,0,250,353,108,80,65,47,4,0,-0.015275657,0.013636461,0.430803619,-0.462434939,-0.76771772,-0.44358024,14.72
269,13-0.45-30,106.4048871,95.77577982,0.77401545,0,0,0,0,185,384,161,102,45,23,12,0,-0.005977129,0.014355924,0.430866798,-0.661854385,-0.610845308,-0.434530533,14.72
270,13-0.45-45,103.8123307,96.60745313,0.782028608,0,0,0,0,317,305,120,83,52,45,28,0,0.0032985,0.014737805,0.430965275,-0.74819801,-0.447896152,-0.489478064,14.72
271,13-0.45-60,104.2161216,95.70788891,0.750528484,0,0,0,0,326,294,119,75,70,64,9,0,0.009909528,0.015126834,0.431045382,-0.828969962,-0.25892593,-0.495748086,14.72
272,13-0.45-75,103.5857133,95.63472173,0.768897584,0,0,0,0,312,271,142,80,64,43,8,0,0.015627852,0.011712628,0.430065741,0.868548463,0.170281745,0.465432803,14.72
273,13-0.45-90,104.1201229,96.13012015,0.767103476,0,0,0,0,212,358,159,96,54,30,2,0,0.019708003,0.008668584,0.429165732,0.914725407,-0.065810289,0.398680869,14.72
274,14-0.25-0,191.6689855,182.7019431,0.731246316,0,0,0,0,889,1223,618,416,326,32,1,0,-0.019569651,0.006348415,0.227715793,-0.126368693,-0.94091439,-0.31418317,14.8
275,14-0.25-15,214.5972973,181.1767093,0.664248422,0,0,0,0,816,1397,457,386,286,53,41,0,-0.011739189,0.005978809,0.22857275,-0.411717672,-0.846162725,-0.338374352,14.8
276,14-0.25-30,198.5950654,181.8378398,0.692427236,0,0,0,0,960,1288,428,475,233,128,3,0,-0.005198203,0.006314318,0.229179819,-0.620849823,-0.683020469,-0.384744767,14.8
277,14-0.25-45,198.3380952,180.8535319,0.698575375,0,0,0,0,693,1497,500,360,261,82,23,0,-6.48E-05,0.006099253,0.229009382,-0.726921577,-0.592857068,-0.346562431,14.8
278,14-0.25-60,195.9719368,183.2511937,0.688904463,0,0,0,0,730,1458,446,443,176,111,16,0,0.004685066,0.005093046,0.227655708,-0.842478913,-0.42378864,-0.332614597,14.8
279,14-0.25-75,201.2287256,180.6488306,0.68148056,0,0,0,0,1147,1252,481,492,267,176,9,0,0.006104409,0.002757817,0.228080007,-0.932062921,-0.243408698,-0.268348499,14.8
280,14-0.25-90,196.2167169,182.8797419,0.688495066,0,0,0,0,352,1890,520,403,174,68,10,0,0.00814556,-0.000456031,0.225927319,0.955776096,0.028145725,0.292745405,14.8
281,14-0.35-0,140.890028,126.1427762,0.728607421,0,0,0,0,458,627,268,164,142,57,4,0,-0.021557702,0.009261753,0.330319507,-0.32207104,-0.857680987,-0.400816129,14.8
282,14-0.35-15,138.6542462,127.6753696,0.737456789,0,0,0,0,706,473,253,196,173,106,4,0,-0.011970971,0.009919067,0.331990696,-0.531311677,-0.755131249,-0.384037366,14.8
283,14-0.35-30,135.9558752,127.4558747,0.728285255,0,0,0,0,412,672,220,153,106,67,9,0,-0.004404695,0.011754258,0.330529209,-0.651589638,-0.624748217,-0.430256445,14.8
284,14-0.35-45,133.1240023,126.7320007,0.754190406,0,0,0,0,187,802,288,142,99,30,3,0,0.002621015,0.010629387,0.330084658,-0.728436485,-0.587938824,-0.351721804,14.8
285,14-0.35-60,137.4408964,126.9054766,0.723368777,0,0,0,0,330,777,220,140,98,71,8,0,0.010199972,0.008876453,0.330098629,-0.842872638,-0.368769756,-0.391885931,14.8
286,14-0.35-75,129.034879,125.8729518,0.757788398,0,0,0,0,568,606,235,135,143,113,1,0,0.01230612,0.005568787,0.330395852,0.899545925,0.18119703,0.397472974,14.8
287,14-0.35-90,129.1897829,127.1416533,0.75985961,0,0,0,0,243,886,191,144,129,43,3,0,0.014625385,0.002026988,0.328562061,0.933627785,0.005562645,0.358201362,14.8
288,14-0.45-0,108.6738239,96.15092303,0.74934766,0,0,0,0,262,361,99,112,61,32,11,0,-0.02349827,0.013184454,0.43070532,-0.331260356,-0.835849765,-0.437746213,14.8
289,14-0.45-15,102.1420579,97.71898485,0.788581096,0,0,0,3,351,272,119,81,50,58,23,0,-0.011803443,0.015481456,0.431628653,-0.571270328,-0.621923767,-0.535594101,14.8
290,14-0.45-30,101.8724693,98.27003612,0.79742194,0,0,0,0,303,322,117,75,60,62,10,0,-0.003578871,0.015813903,0.432095566,-0.618866161,-0.608943016,-0.496178473,14.8
291,14-0.45-45,101.1385189,97.59098319,0.791067463,0,0,0,0,287,328,108,93,55,54,9,0,0.006163839,0.01478438,0.431473176,-0.757487966,-0.416577747,-0.502667844,14.8
292,14-0.45-60,99.64436763,96.56603958,0.809269176,0,0,0,0,252,339,136,85,52,43,3,0,0.014894437,0.012705165,0.430625699,-0.818162746,-0.344077778,-0.460673641,14.8
293,14-0.45-75,99.92997548,97.71898485,0.777670931,0,0,0,0,194,379,153,100,49,23,5,0,0.018690327,0.00946549,0.429508101,-0.890737046,-0.185086299,-0.415127181,14.8
294,14-0.45-90,100.0449899,96.0832972,0.801131634,0,0,0,0,169,431,156,73,39,34,7,0,0.022283115,0.004012474,0.428498089,0.898613865,-0.039661002,0.436944077,14.8
295,15-0.25-0,197.2054766,169.1449083,0.776554901,0,0,0,0,840,897,712,348,226,41,6,0,-0.01622402,0.007012618,0.226849544,0.199253206,0.920757576,0.335415632,13.02
296,15-0.25-15,197.6916791,169.7998822,0.762690116,0,0,0,0,859,960,591,410,212,37,10,0,-0.008043175,0.006623488,0.226977172,0.379434921,0.848731689,0.368352631,13.02
297,15-0.25-30,200.4894012,175.4109461,0.720967197,0,0,0,0,795,922,690,395,175,68,18,0,-0.002290491,0.005677186,0.227877712,0.593263141,0.706422661,0.386012784,13.02
298,15-0.25-45,197.2308292,173.0462366,0.746497528,0,0,0,0,757,995,598,470,181,26,0,0,0.00265194,0.003844484,0.227144754,0.729714396,0.595620281,0.335787703,13.02
299,15-0.25-60,194.6509697,174.9285568,0.734889583,0,0,0,0,908,866,612,459,155,79,10,0,0.006683032,0.002046071,0.226901504,-0.856689282,-0.368038526,-0.361429271,13.02
300,15-0.25-75,192.7718859,168.0743883,0.751141586,0,0,0,1,777,987,588,470,149,53,1,0,0.007912722,-0.000639684,0.226048967,-0.921334824,-0.200840001,-0.332874505,13.02
301,15-0.25-90,193.9922679,175.6359872,0.726167614,0,0,0,24,704,1036,627,441,192,12,1,0,0.008456169,-0.003320007,0.224995637,0.950902491,-0.021294399,0.308757188,13.02
302,15-0.35-0,138.09055,118.1058847,0.799972699,0,0,0,0,557,461,261,186,122,105,2,0,-0.018795756,0.009771036,0.330984489,-0.309271588,-0.872409782,-0.378486799,13.02
303,15-0.35-15,141.2834031,123.1787319,0.788537201,0,0,0,0,437,432,318,145,68,71,16,0,-0.008411206,0.010792695,0.330286418,-0.497779025,-0.740398949,-0.451691752,13.02
304,15-0.35-30,140.431478,122.40915,0.781670943,0,0,0,0,468,404,290,164,101,56,8,0,-0.001088214,0.010309917,0.330886515,-0.642255523,-0.635886728,-0.427967186,13.02
305,15-0.35-45,136.6930869,119.2015101,0.779488312,0,0,0,0,317,532,293,198,61,20,12,0,0.006145151,0.009239382,0.330275776,-0.766265591,-0.515512704,-0.383514923,13.02
306,15-0.35-60,134.3167897,116.6619047,0.794720878,0,0,0,0,283,580,276,178,92,12,0,0,0.012023915,0.006889037,0.329872658,-0.872006913,-0.355710286,-0.336264979,13.02
307,15-0.35-75,135.0740538,118.4314148,0.780270751,0,0,0,0,285,559,330,166,88,13,0,0,0.014476265,0.003340478,0.32954538,-0.938823808,-0.145546623,-0.312131442,13.02
308,15-0.35-90,133.5065541,116.4001718,0.791303278,0,0,0,0,281,578,260,216,75,14,0,0,0.016496746,-0.001020749,0.328829775,0.952143167,-0.039014438,0.30315221,13.02
309,15-0.45-0,104,89,0.835998271,0,0,0,0,236,262,139,72,56,29,8,0,-0.020092378,0.014286657,0.43119692,-0.260962115,-0.850584627,-0.456513491,13.02
310,15-0.45-15,105.0809212,89.28605714,0.820058181,0,0,0,0,174,339,135,62,34,41,6,0,-0.009537598,0.014342982,0.430938001,-0.343002297,-0.839536186,-0.421341211,13.02
311,15-0.45-30,104.2017274,89.4427191,0.799885337,0,0,0,0,181,311,140,98,55,15,1,0,-0.000570913,0.014792933,0.430276442,0.622714944,0.683455877,0.380938529,13.02
312,15-0.45-45,103.2279032,90.21086409,0.833093655,0,0,0,0,212,303,162,70,54,32,4,0,0.007753831,0.012850745,0.430360684,-0.757793144,-0.498378433,-0.421151384,13.02
313,15-0.45-60,103.7111373,90.27181177,0.826729443,0,0,0,0,233,269,141,92,67,24,1,0,0.016102595,0.009742737,0.428972915,-0.826139023,-0.340432409,-0.448998986,13.02
314,15-0.45-75,103.3150521,89,0.813590837,0,0,0,0,265,210,154,108,82,15,0,0,0.02024396,0.005951188,0.428237974,-0.920107194,-0.125723836,-0.37093971,13.02
315,15-0.45-90,104.4796631,88.45903006,0.81615035,0,0,0,0,210,248,204,88,41,19,2,0,0.023680833,0.000753092,0.427137866,0.906711942,-0.026782351,0.420899227,13.02
316,16-0.25-0,200.124961,176.3660965,0.76837517,0,0,0,0,419,1589,721,304,126,51,6,0,-0.023706826,0.002220032,0.227793994,0.162264617,0.955017356,0.248217735,13.15
317,16-0.25-15,197.6866207,174.3473544,0.782536151,0,0,4,30,463,1449,803,284,128,83,10,0,-0.016308725,0.003779689,0.228388746,-0.403256517,-0.868355741,-0.28869099,13.15
318,16-0.25-30,196,174,0.785362421,0,0,0,14,356,1691,560,301,185,41,6,0,-0.010406844,0.004808313,0.228358411,-0.585800773,-0.746315216,-0.315992172,13.15
319,16-0.25-45,195.7268505,174.8742405,0.77983885,0,0,0,21,456,1560,656,282,159,80,2,0,-0.004765179,0.005134108,0.228003121,-0.737347387,-0.606790326,-0.296857426,13.15
320,16-0.25-60,195.4737834,174.4706279,0.771952416,0,0,0,0,450,1439,855,284,123,32,0,0,-0.001289992,0.005388394,0.227217714,-0.870355618,-0.434201476,-0.232271772,13.15
321,16-0.25-75,196.2371015,174.9771414,0.777557577,0,0,4,24,375,1481,778,380,84,25,0,0,0.000794525,0.004644056,0.226484571,-0.942846583,-0.23240335,-0.238807463,13.15
322,16-0.25-90,196.6570619,175.0257124,0.785269225,0,0,0,34,300,1484,961,257,133,25,0,0,0.0032578,0.003631514,0.225141531,0.969867272,0.022078872,0.242631402,13.15
323,16-0.35-0,139.204885,121.7415295,0.797839591,0,0,0,0,149,883,274,111,54,55,4,0,-0.026234637,0.005682869,0.331032444,-0.19593042,-0.942609117,-0.270368865,13.15
324,16-0.35-15,137.6735269,122.5765067,0.80471499,0,0,0,0,234,813,294,108,76,66,0,0,-0.01643417,0.007728575,0.332143649,-0.482115128,-0.808975847,-0.336337749,13.15
325,16-0.35-30,137.0912105,121.1032617,0.813205834,0,0,0,0,218,774,289,123,49,72,0,0,-0.010308416,0.00959461,0.331462703,-0.634515122,-0.701419695,-0.324655158,13.15
326,16-0.35-45,137.277092,120.7849328,0.799891233,0,0,0,0,178,868,231,89,96,72,0,0,-0.00272539,0.010139338,0.331616544,-0.766826202,-0.511789673,-0.387361467,13.15
327,16-0.35-60,135.1184665,120.7683733,0.798993143,0,0,0,0,165,815,287,120,63,41,0,0,0.003779999,0.010143619,0.331453523,-0.869306878,-0.359525366,-0.339185881,13.15
328,16-0.35-75,137.9746354,120.2829996,0.804591322,0,0,0,0,146,861,264,125,70,20,0,0,0.007017693,0.009039775,0.330382015,0.934514782,0.192335187,0.299481715,13.15
329,16-0.35-90,137.8441149,121.2023102,0.806726504,0,0,0,0,33,950,323,93,65,35,0,0,0.010622422,0.00588087,0.329375084,0.958042741,-0.015287808,0.286217381,13.15
330,16-0.45-0,106.6208235,93.62157871,0.811259471,0,0,0,0,118,416,172,88,31,24,0,0,-0.027144719,0.009106795,0.432039386,-0.251400371,-0.909011461,-0.332409411,13.15
331,16-0.45-15,106.3014581,93.26306879,0.835485155,0,0,0,0,171,431,115,100,42,43,0,0,-0.016569867,0.011042008,0.432409736,-0.558950752,-0.723410417,-0.405279441,13.15
332,16-0.45-30,104.0432602,93.02150289,0.843953318,0,0,0,0,201,362,188,85,48,38,0,0,-0.008205397,0.01380842,0.432935718,-0.678159556,-0.619818346,-0.394873189,13.15
333,16-0.45-45,112.9291813,89.84430978,0.81115356,0,0,0,0,116,434,164,89,42,20,0,0,-7.66E-06,0.014120888,0.432135482,-0.769177132,-0.550045535,-0.325294403,13.15
334,16-0.45-60,105.1189802,93.05912099,0.814738495,0,0,0,0,118,464,123,73,49,36,0,0,0.007782989,0.013040519,0.431182644,-0.841026691,-0.356885258,-0.406579658,13.15
335,16-0.45-75,105.4751155,92.6984358,0.833454512,0,0,0,0,150,397,154,71,39,36,0,0,0.012713908,0.011022493,0.431136939,0.902958894,0.167750259,0.395632514,13.15
336,16-0.45-90,105.6882207,92.64987858,0.837622479,0,0,0,0,93,460,148,85,45,19,0,0,0.017538094,0.006611311,0.430466807,0.929048913,-0.030233782,0.368719454,13.15
337,17-0.25-0,214.0093456,164.0121947,0.752304639,0,0,0,0,447,1335,653,445,48,25,21,0,-0.01975342,0.005268054,0.227767907,-0.181244457,-0.937128152,-0.298230237,12.19
338,17-0.25-15,211.7829077,161.3350551,0.769638098,0,0,0,37,426,1374,616,303,91,77,32,0,-0.010841955,0.005332197,0.228739222,-0.39695879,-0.840614533,-0.368498203,12.19
339,17-0.25-30,203.1797234,162.3884232,0.772260806,0,0,0,0,497,1367,603,376,136,19,0,0,-0.005880679,0.005539901,0.229285378,-0.571751583,-0.762671366,-0.302378099,12.19
340,17-0.25-45,203.7891067,162.963186,0.758443463,0,0,0,20,416,1360,669,319,72,56,11,0,-0.000536621,0.005004058,0.228968055,-0.724171357,-0.609541528,-0.322544526,12.19
341,17-0.25-60,206.7123605,161.0124219,0.760412342,0,0,0,26,472,1162,732,398,26,41,20,0,0.003300967,0.003463597,0.228153502,-0.837257223,-0.437715666,-0.327727537,12.19
342,17-0.25-75,205.5480479,160.3776792,0.763438694,0,0,0,45,380,1156,844,349,90,31,6,0,0.005518415,0.002165114,0.22753063,-0.918999171,-0.227350124,-0.322106262,12.19
343,17-0.25-90,209.9761891,161.2761607,0.75097108,0,0,0,35,237,1329,866,352,83,1,0,0,0.006608686,-0.00027706,0.226607981,0.957686274,0.029652154,0.286282641,12.19
344,17-0.35-0,142.7725464,113.1591799,0.813875975,0,0,0,0,264,686,217,162,82,38,4,0,-0.021682189,0.00880906,0.330667357,-0.201062105,-0.916488746,-0.345864724,12.19
345,17-0.35-15,142,112,0.820233903,0,0,0,0,249,705,190,134,71,52,18,0,-0.012366045,0.009856254,0.33085551,-0.421865202,-0.810237318,-0.406872511,12.19
346,17-0.35-30,142.6359001,113.7804904,0.797267507,0,0,0,0,249,672,255,100,62,50,12,0,-0.005659775,0.010614347,0.330608072,-0.588515334,-0.720791131,-0.366210113,12.19
347,17-0.35-45,141.7674152,113.5957746,0.787249057,0,0,0,0,178,695,287,153,35,34,0,0,0.002600238,0.010001573,0.330598455,-0.747932621,-0.577995711,-0.326370577,12.19
348,17-0.35-60,142.4254191,112.6987134,0.805611483,0,0,0,0,125,785,264,137,42,30,5,0,0.008458223,0.008742876,0.329560253,-0.861820861,-0.386217391,-0.328787059,12.19
349,17-0.35-75,143.2829369,110.2225022,0.80060767,0,0,0,0,84,853,240,112,69,21,2,0,0.011862999,0.005687073,0.329042146,-0.923305452,-0.207333775,-0.323295142,12.19
350,17-0.35-90,143.1712262,112.1605991,0.794175152,0,0,0,0,32,890,275,132,61,11,0,0,0.01464894,0.001027096,0.327714543,0.959958281,0.016257861,0.279670845,12.19
351,17-0.45-0,109.4577544,87.36704184,0.835093572,0,0,0,0,217,308,113,90,44,35,5,0,-0.02340095,0.012378631,0.43191722,-0.232522706,-0.870566602,-0.433643843,12.19
352,17-0.45-15,109,85,0.849541284,0,0,0,0,353,204,111,88,69,72,0,0,-0.011115532,0.013302873,0.434064831,-0.558362469,-0.635348257,-0.533445354,12.19
353,17-0.45-30,109.2016483,86.127812,0.831765154,0,0,0,0,191,324,118,69,42,40,3,0,-0.003911315,0.014022691,0.432301655,-0.58353943,-0.688361145,-0.430860381,12.19
354,17-0.45-45,108.6738239,85.86617495,0.82291997,0,0,0,0,131,411,111,73,38,39,7,0,0.005518773,0.013815138,0.431525967,-0.749547495,-0.498290847,-0.435757713,12.19
355,17-0.45-60,109.2245394,87.20665112,0.830121969,0,0,0,0,178,357,106,68,46,48,1,0,0.01355309,0.011318825,0.431900999,-0.810334503,-0.377157015,-0.448453542,12.19
356,17-0.45-75,110,85,0.834224599,0,0,0,0,271,271,123,82,59,47,1,0,0.017656004,0.007657826,0.431758909,0.874216554,0.169748822,0.454896421,12.19
357,17-0.45-90,109.5627674,86.72946443,0.814222199,0,0,0,0,130,332,187,62,33,21,1,0,0.021124265,0.002332648,0.429692182,0.923508926,0.01865413,0.383123072,12.19
358,18-0.25-0,225.9424706,174.4706279,0.756158155,0,0,0,0,682,1301,744,259,299,16,0,0,-0.015501228,0.004843666,0.227280172,0.0244156,0.958687205,0.283412633,13.65
359,18-0.25-15,225.1754871,171.8138528,0.761445305,0,0,0,0,766,1283,668,323,277,47,4,0,-0.006914557,0.003986528,0.228854039,-0.252441079,-0.916553178,-0.310167332,13.65
360,18-0.25-30,218,171,0.778072858,0,0,0,0,742,1175,815,321,242,27,13,0,-0.001834418,0.00326286,0.22833434,-0.481761216,-0.819013037,-0.311646878,13.65
361,18-0.25-45,218.5245982,172.2004646,0.771617624,0,0,0,0,691,1146,853,298,214,50,2,0,0.003109756,0.002066714,0.228497062,-0.633912079,-0.713886894,-0.297524752,13.65
362,18-0.25-60,217.7934802,173.0722393,0.760996338,0,0,0,0,732,1318,708,286,212,72,12,0,0.006860878,0.000189723,0.227658163,-0.810607242,-0.477055022,-0.339609195,13.65
363,18-0.25-75,214.1331362,179.9027515,0.753209622,0,0,0,0,641,1254,851,305,156,64,0,0,0.007501446,-0.002324249,0.22668837,-0.900877209,-0.328274129,-0.284000616,13.65
364,18-0.25-90,215.2324325,180.4050997,0.765690031,0,0,0,0,578,1295,885,306,162,22,10,0,0.007388254,-0.005523261,0.225979043,0.953413774,0.140474899,0.266962505,13.65
365,18-0.35-0,156.1697794,120.7021127,0.7995216,0,0,0,0,444,598,269,117,124,70,13,0,-0.01695355,0.008410034,0.330255237,0.073828186,0.937579746,0.339843522,13.65
366,18-0.35-15,155.3640885,120.8387355,0.806487696,0,0,0,0,442,647,219,142,102,95,29,0,-0.007421778,0.008729227,0.331345493,-0.387415363,-0.818744538,-0.423753133,13.65
367,18-0.35-30,154,121,0.818664806,0,0,0,0,338,628,318,128,121,31,10,0,-0.001222425,0.008540609,0.330580947,-0.489852125,-0.803215423,-0.338954098,13.65
368,18-0.35-45,149.7531302,127.6636205,0.791242746,0,0,0,0,354,710,243,144,124,61,9,0,0.005167584,0.006226314,0.330953473,-0.708376238,-0.588500049,-0.389706039,13.65
369,18-0.35-60,151.9901313,124.3382483,0.791345765,0,0,0,0,359,702,245,148,96,60,8,0,0.010951587,0.004791898,0.330229553,-0.8031632,-0.466184798,-0.370945559,13.65
370,18-0.35-75,150.7481343,125.6741819,0.801524466,0,0,0,0,282,710,319,126,100,37,1,0,0.0130472,0.001105641,0.329269505,-0.887155512,-0.335743147,-0.316593805,13.65
371,18-0.35-90,152.9771225,119.3649865,0.815329056,0,0,0,0,283,693,305,111,101,39,3,0,0.014303798,-0.002466918,0.328270141,0.934569539,0.122095811,0.334174191,13.65
372,18-0.45-0,124.8879498,93.10746479,0.801427562,0,0,0,0,288,295,146,88,57,47,11,0,-0.018536024,0.011402003,0.431257978,0.159452839,0.890254547,0.426639934,13.65
373,18-0.45-15,121.0165278,92.39588735,0.82234566,0,0,0,0,245,358,129,85,50,44,15,0,-0.007991352,0.012442472,0.431745453,-0.361494869,-0.81571615,-0.451584567,13.65
374,18-0.45-30,118,93,0.834426827,0,0,0,0,357,267,111,91,64,79,2,0,-0.001151482,0.011135276,0.432929289,-0.492194486,-0.780012998,-0.386425039,13.65
375,18-0.45-45,120.0708124,93.14504818,0.815450526,0,0,0,0,288,306,114,82,55,51,13,0,0.008382336,0.010818337,0.430945985,-0.697009963,-0.541763506,-0.469754632,13.65
376,18-0.45-60,118.5959527,91.78779875,0.807484235,0,0,0,0,288,301,119,100,62,46,5,0,0.015526608,0.00933902,0.431145715,-0.779600458,-0.43294724,-0.452526036,13.65
377,18-0.45-75,117.3797257,91.21951546,0.841200092,0,0,0,0,279,347,136,108,76,38,12,0,0.018664362,0.005322794,0.430959733,-0.877924353,-0.307679539,-0.366854375,13.65
378,18-0.45-90,118.7013058,90.91754506,0.824404576,0,0,0,0,193,348,197,80,46,31,1,0,0.02195896,1.41E-05,0.429442542,0.933750214,0.104304585,0.342390262,13.65
379,19-0.25-0,234.2007686,175.3282636,0.77280671,0,0,0,3,721,1250,859,464,209,33,1,0,-0.020693015,0.007011375,0.227532436,0.037809096,0.941884533,0.333802334,14.55
380,19-0.25-15,235.9194778,176.0823671,0.778166091,0,0,0,0,737,1460,562,457,164,87,45,0,-0.011609294,0.007799159,0.227967353,-0.321532544,-0.86295971,-0.38976578,14.55
381,19-0.25-30,234.5804766,177.7301325,0.785186245,0,0,0,0,670,1578,514,460,160,94,5,0,-0.006085627,0.007924745,0.22827172,-0.505309779,-0.773408333,-0.382755246,14.55
382,19-0.25-45,233.0021459,177.1016657,0.777679559,0,0,0,2,652,1512,628,422,205,82,1,0,0.000326817,0.006716754,0.227940225,-0.670662442,-0.64229284,-0.371041502,14.55
383,19-0.25-60,232.9978541,177.8904157,0.772001889,0,0,0,8,575,1411,718,542,144,15,0,0,0.004217913,0.005337694,0.22746343,-0.7970541,-0.511872508,-0.320454827,14.55
384,19-0.25-75,232.1745033,177.1016657,0.774979796,0,0,0,0,540,1454,708,488,164,7,0,0,0.006491131,0.003239257,0.226756197,-0.893948211,-0.313682968,-0.320093099,14.55
385,19-0.25-90,237.5394704,176.6465397,0.777373486,0,0,0,21,494,1450,847,441,165,5,0,0,0.008382336,8.64E-05,0.225936935,0.948894698,0.090493377,0.302340537,14.55
386,19-0.35-0,159.6778006,123.4382437,0.79217275,0,0,0,0,309,749,282,194,115,34,3,0,-0.022790201,0.011508526,0.33084944,-0.135915023,-0.911863212,-0.387340404,14.55
387,19-0.35-15,162.6345597,122.1883792,0.810183015,0,0,0,0,431,617,329,176,103,66,2,0,-0.012389343,0.011534852,0.331842303,-0.352728515,-0.844707015,-0.402557639,14.55
388,19-0.35-30,160.0781059,123.0650235,0.80862879,0,0,0,0,409,651,286,177,92,71,4,0,-0.004843401,0.012047399,0.331660056,-0.537189749,-0.741708861,-0.401615661,14.55
389,19-0.35-45,157.4420528,122.102416,0.776319043,0,0,0,0,395,574,338,209,90,46,0,0,0.003671612,0.011778879,0.331402927,-0.68938474,-0.60744208,-0.39466796,14.55
